food_name,category,serving_weight_g,cooking_method,protein_g,carbs_g,fat_g,fiber_g,sugar_g,water_pct,calories
Potato (Boiled),Vegetables,250.0,steamed,4.75,50.22,0.25,4.5,2.25,80.8,213.1
Potato (Boiled),Vegetables,250.0,grilled,4.75,50.2,0.23,4.5,2.25,65.4,214.0
Potato (Boiled),Vegetables,250.0,baked,4.8,50.82,0.24,4.5,2.25,68.5,217.3
Potato (Boiled),Vegetables,250.0,fried,4.77,50.49,0.47,4.5,2.25,54.2,224.6
Potato (Boiled),Vegetables,250.0,deep_fried,4.71,49.86,0.57,4.5,2.25,45.8,226.1
Potato (Boiled),Vegetables,300.0,raw,5.78,61.14,0.31,5.4,2.7,78.1,261.2
Potato (Boiled),Vegetables,300.0,boiled,5.75,60.85,0.3,5.4,2.7,89.4,258.4
Potato (Boiled),Vegetables,300.0,steamed,5.72,60.56,0.3,5.4,2.7,81.2,257.4
Potato (Boiled),Vegetables,300.0,grilled,5.69,60.2,0.28,5.4,2.7,65.3,256.6
Potato (Boiled),Vegetables,300.0,baked,5.66,59.87,0.28,5.4,2.7,67.3,254.3
Potato (Boiled),Vegetables,300.0,fried,5.68,60.13,0.55,5.4,2.7,53.7,266.8
Potato (Boiled),Vegetables,300.0,deep_fried,5.75,60.79,0.7,5.4,2.7,46.6,277.1
Potato (Boiled),Vegetables,400.0,raw,7.71,81.54,0.41,7.2,3.6,78.1,348.4
Potato (Boiled),Vegetables,400.0,boiled,7.69,81.33,0.4,7.2,3.6,89.6,345.7
Potato (Boiled),Vegetables,400.0,steamed,7.57,80.11,0.39,7.2,3.6,80.6,339.4
Potato (Boiled),Vegetables,400.0,grilled,7.54,79.72,0.36,7.2,3.6,64.9,338.9
Potato (Boiled),Vegetables,400.0,baked,7.61,80.48,0.38,7.2,3.6,67.8,342.9
Potato (Boiled),Vegetables,400.0,fried,7.5,79.33,0.72,7.2,3.6,53.2,350.7
Potato (Boiled),Vegetables,400.0,deep_fried,7.62,80.59,0.92,7.2,3.6,46.3,366.7
Potato (Boiled),Vegetables,500.0,raw,9.49,100.39,0.5,9.0,4.5,76.9,426.5
Potato (Boiled),Vegetables,500.0,boiled,9.47,100.15,0.49,9.0,4.5,88.2,423.4
Potato (Boiled),Vegetables,500.0,steamed,9.39,99.3,0.48,9.0,4.5,79.9,419.5
Potato (Boiled),Vegetables,500.0,grilled,9.54,100.89,0.46,9.0,4.5,65.7,430.8
Potato (Boiled),Vegetables,500.0,baked,9.46,100.1,0.47,9.0,4.5,67.5,425.7
Potato (Boiled),Vegetables,500.0,fried,9.42,99.62,0.91,9.0,4.5,53.4,441.1
Potato (Boiled),Vegetables,500.0,deep_fried,9.3,98.34,1.1,9.0,4.5,45.2,444.0
Sweet Potato,Vegetables,30.0,raw,0.48,6.03,0.03,0.9,1.26,77.3,24.6
Sweet Potato,Vegetables,30.0,boiled,0.49,6.11,0.03,0.9,1.26,90.1,25.0
Sweet Potato,Vegetables,30.0,steamed,0.49,6.11,0.03,0.9,1.26,82.2,25.0
Sweet Potato,Vegetables,30.0,grilled,0.48,6.01,0.03,0.9,1.26,65.5,24.6
Sweet Potato,Vegetables,30.0,baked,0.48,6.0,0.03,0.9,1.26,67.7,24.5
Sweet Potato,Vegetables,30.0,fried,0.48,6.05,0.06,0.9,1.26,54.3,25.9
Sweet Potato,Vegetables,30.0,deep_fried,0.48,5.98,0.07,0.9,1.26,46.0,26.1
Sweet Potato,Vegetables,50.0,raw,0.8,10.07,0.05,1.5,2.1,77.5,41.1
Sweet Potato,Vegetables,50.0,boiled,0.8,10.11,0.05,1.5,2.1,89.4,41.2
Sweet Potato,Vegetables,50.0,steamed,0.81,10.14,0.05,1.5,2.1,81.9,41.5
Sweet Potato,Vegetables,50.0,grilled,0.8,10.04,0.05,1.5,2.1,65.7,41.1
Sweet Potato,Vegetables,50.0,baked,0.8,10.03,0.05,1.5,2.1,67.9,41.0
Sweet Potato,Vegetables,50.0,fried,0.79,9.98,0.09,1.5,2.1,53.8,42.5
Sweet Potato,Vegetables,50.0,deep_fried,0.8,9.99,0.11,1.5,2.1,46.1,43.6
Sweet Potato,Vegetables,75.0,raw,1.2,15.05,0.07,2.25,3.15,77.2,61.4
Sweet Potato,Vegetables,75.0,boiled,1.2,15.12,0.07,2.25,3.15,89.1,61.5
Sweet Potato,Vegetables,75.0,steamed,1.21,15.18,0.08,2.25,3.15,81.7,62.1
Sweet Potato,Vegetables,75.0,grilled,1.19,14.98,0.07,2.25,3.15,65.3,61.2
Sweet Potato,Vegetables,75.0,baked,1.21,15.24,0.07,2.25,3.15,68.8,62.6
Sweet Potato,Vegetables,75.0,fried,1.2,15.04,0.14,2.25,3.15,54.0,64.2
Sweet Potato,Vegetables,75.0,deep_fried,1.2,15.07,0.17,2.25,3.15,46.4,65.9
Sweet Potato,Vegetables,100.0,raw,1.59,19.99,0.1,3.0,4.2,76.9,81.4
Sweet Potato,Vegetables,100.0,boiled,1.57,19.73,0.09,3.0,4.2,87.3,79.6
Sweet Potato,Vegetables,100.0,steamed,1.61,20.23,0.1,3.0,4.2,81.7,82.6
Sweet Potato,Vegetables,100.0,grilled,1.61,20.21,0.09,3.0,4.2,66.1,82.9
Sweet Potato,Vegetables,100.0,baked,1.6,20.06,0.09,3.0,4.2,67.9,82.0
Sweet Potato,Vegetables,100.0,fried,1.6,20.11,0.19,3.0,4.2,54.1,85.9
Sweet Potato,Vegetables,100.0,deep_fried,1.61,20.18,0.23,3.0,4.2,46.6,88.4
Sweet Potato,Vegetables,150.0,raw,2.37,29.8,0.15,4.5,6.3,76.4,121.1
Sweet Potato,Vegetables,150.0,boiled,2.39,30.03,0.15,4.5,6.3,88.5,121.9
Sweet Potato,Vegetables,150.0,steamed,2.41,30.33,0.15,4.5,6.3,81.6,123.9
Sweet Potato,Vegetables,150.0,grilled,2.38,29.87,0.14,4.5,6.3,65.1,121.9
Sweet Potato,Vegetables,150.0,baked,2.41,30.22,0.14,4.5,6.3,68.2,123.7
Sweet Potato,Vegetables,150.0,fried,2.38,29.84,0.27,4.5,6.3,53.6,127.0
Sweet Potato,Vegetables,150.0,deep_fried,2.41,30.26,0.35,4.5,6.3,46.5,132.6
Sweet Potato,Vegetables,200.0,raw,3.2,40.19,0.2,6.0,8.4,77.3,164.0
Sweet Potato,Vegetables,200.0,boiled,3.16,39.71,0.19,6.0,8.4,87.8,160.6
Sweet Potato,Vegetables,200.0,steamed,3.23,40.55,0.2,6.0,8.4,81.9,165.8
Sweet Potato,Vegetables,200.0,grilled,3.18,39.98,0.18,6.0,8.4,65.3,163.4
Sweet Potato,Vegetables,200.0,baked,3.18,39.96,0.19,6.0,8.4,67.6,163.1
Sweet Potato,Vegetables,200.0,fried,3.2,40.26,0.37,6.0,8.4,54.2,172.0
Sweet Potato,Vegetables,200.0,deep_fried,3.23,40.55,0.47,6.0,8.4,46.8,178.0
Sweet Potato,Vegetables,250.0,raw,3.97,49.87,0.25,7.5,10.5,76.7,203.0
Sweet Potato,Vegetables,250.0,boiled,4.0,50.27,0.25,7.5,10.5,88.9,204.4
Sweet Potato,Vegetables,250.0,steamed,4.01,50.41,0.25,7.5,10.5,81.4,205.7
Sweet Potato,Vegetables,250.0,grilled,4.02,50.51,0.23,7.5,10.5,66.0,207.3
Sweet Potato,Vegetables,250.0,baked,4.01,50.32,0.24,7.5,10.5,68.1,205.9
Sweet Potato,Vegetables,250.0,fried,3.99,50.11,0.46,7.5,10.5,54.0,213.8
Sweet Potato,Vegetables,250.0,deep_fried,3.98,49.94,0.57,7.5,10.5,46.1,218.0
Sweet Potato,Vegetables,300.0,raw,4.8,60.34,0.3,9.0,12.6,77.3,246.3
Sweet Potato,Vegetables,300.0,boiled,4.76,59.82,0.29,9.0,12.6,88.2,242.3
Sweet Potato,Vegetables,300.0,steamed,4.69,58.98,0.28,9.0,12.6,79.4,238.2
Sweet Potato,Vegetables,300.0,grilled,4.82,60.5,0.28,9.0,12.6,65.9,248.1
Sweet Potato,Vegetables,300.0,baked,4.83,60.71,0.29,9.0,12.6,68.5,249.0
Sweet Potato,Vegetables,300.0,fried,4.71,59.23,0.54,9.0,12.6,53.2,251.3
Sweet Potato,Vegetables,300.0,deep_fried,4.76,59.84,0.68,9.0,12.6,46.0,261.1
Sweet Potato,Vegetables,400.0,raw,6.43,80.77,0.4,12.0,16.8,77.7,330.3
Sweet Potato,Vegetables,400.0,boiled,6.5,81.64,0.4,12.0,16.8,90.3,333.8
Sweet Potato,Vegetables,400.0,steamed,6.4,80.41,0.4,12.0,16.8,81.2,327.7
Sweet Potato,Vegetables,400.0,grilled,6.37,79.96,0.36,12.0,16.8,65.3,326.8
Sweet Potato,Vegetables,400.0,baked,6.39,80.29,0.38,12.0,16.8,67.9,328.2
Sweet Potato,Vegetables,400.0,fried,6.47,81.23,0.76,12.0,16.8,54.7,348.3
Sweet Potato,Vegetables,400.0,deep_fried,6.37,80.01,0.91,12.0,16.8,46.2,349.4
Sweet Potato,Vegetables,500.0,raw,7.95,99.9,0.49,15.0,21.0,76.8,406.8
Sweet Potato,Vegetables,500.0,boiled,7.97,100.14,0.49,15.0,21.0,88.6,406.4
Sweet Potato,Vegetables,500.0,steamed,7.94,99.78,0.49,15.0,21.0,80.6,405.4
Sweet Potato,Vegetables,500.0,grilled,8.01,100.59,0.46,15.0,21.0,65.8,412.1
Sweet Potato,Vegetables,500.0,baked,8.1,101.72,0.49,15.0,21.0,68.9,418.1
Sweet Potato,Vegetables,500.0,fried,8.02,100.74,0.93,15.0,21.0,54.2,430.6
Sweet Potato,Vegetables,500.0,deep_fried,7.98,100.31,1.15,15.0,21.0,46.3,438.6
Cauliflower,Vegetables,30.0,raw,0.57,1.5,0.09,0.6,0.57,91.9,7.9
Cauliflower,Vegetables,30.0,boiled,0.56,1.48,0.09,0.6,0.57,99.0,7.7
Cauliflower,Vegetables,30.0,steamed,0.57,1.51,0.09,0.6,0.57,97.3,7.9
Cauliflower,Vegetables,30.0,grilled,0.57,1.5,0.08,0.6,0.57,78.2,7.8
Cauliflower,Vegetables,30.0,baked,0.57,1.5,0.09,0.6,0.57,80.9,7.9
Cauliflower,Vegetables,30.0,fried,0.58,1.54,0.17,0.6,0.57,66.0,9.1
Cauliflower,Vegetables,30.0,deep_fried,0.57,1.5,0.21,0.6,0.57,55.4,9.3
Cauliflower,Vegetables,50.0,raw,0.94,2.49,0.15,1.0,0.95,91.6,13.0
Cauliflower,Vegetables,50.0,boiled,0.95,2.49,0.15,1.0,0.95,99.0,13.0
Cauliflower,Vegetables,50.0,steamed,0.96,2.52,0.15,1.0,0.95,97.5,13.2
Cauliflower,Vegetables,50.0,grilled,0.95,2.5,0.14,1.0,0.95,78.4,13.1
Cauliflower,Vegetables,50.0,baked,0.94,2.47,0.14,1.0,0.95,80.2,12.8
Cauliflower,Vegetables,50.0,fried,0.96,2.52,0.28,1.0,0.95,64.9,14.8
Cauliflower,Vegetables,50.0,deep_fried,0.95,2.49,0.34,1.0,0.95,55.0,15.3
Cauliflower,Vegetables,75.0,raw,1.45,3.8,0.23,1.5,1.42,93.4,20.1
Cauliflower,Vegetables,75.0,boiled,1.44,3.78,0.22,1.5,1.42,99.0,19.8
Cauliflower,Vegetables,75.0,steamed,1.42,3.74,0.22,1.5,1.42,96.4,19.5
Cauliflower,Vegetables,75.0,grilled,1.44,3.79,0.21,1.5,1.42,79.0,19.9
Cauliflower,Vegetables,75.0,baked,1.43,3.75,0.21,1.5,1.42,81.1,19.6
Cauliflower,Vegetables,75.0,fried,1.43,3.77,0.42,1.5,1.42,64.9,22.1
Cauliflower,Vegetables,75.0,deep_fried,1.43,3.76,0.52,1.5,1.42,55.5,23.2
Cauliflower,Vegetables,100.0,raw,1.89,4.97,0.3,2.0,1.9,91.5,26.0
Cauliflower,Vegetables,100.0,boiled,1.89,4.98,0.29,2.0,1.9,99.0,25.9
Cauliflower,Vegetables,100.0,steamed,1.91,5.04,0.3,2.0,1.9,97.5,26.4
Cauliflower,Vegetables,100.0,grilled,1.9,4.99,0.27,2.0,1.9,78.1,26.0
Cauliflower,Vegetables,100.0,baked,1.89,4.98,0.28,2.0,1.9,80.8,25.9
Cauliflower,Vegetables,100.0,fried,1.89,4.96,0.55,2.0,1.9,64.0,28.9
Cauliflower,Vegetables,100.0,deep_fried,1.91,5.02,0.69,2.0,1.9,55.4,31.0
Cauliflower,Vegetables,150.0,raw,2.89,7.62,0.46,3.0,2.85,93.5,40.2
Cauliflower,Vegetables,150.0,boiled,2.83,7.44,0.43,3.0,2.85,99.0,38.6
Cauliflower,Vegetables,150.0,steamed,2.85,7.5,0.45,3.0,2.85,96.7,39.2
Cauliflower,Vegetables,150.0,grilled,2.88,7.58,0.42,3.0,2.85,79.1,39.8
Cauliflower,Vegetables,150.0,baked,2.85,7.5,0.43,3.0,2.85,81.0,39.2
Cauliflower,Vegetables,150.0,fried,2.86,7.53,0.84,3.0,2.85,64.7,44.1
Cauliflower,Vegetables,150.0,deep_fried,2.83,7.44,1.02,3.0,2.85,54.8,45.7
Cauliflower,Vegetables,200.0,raw,3.81,10.03,0.6,4.0,3.8,92.4,52.6
Cauliflower,Vegetables,200.0,boiled,3.79,9.99,0.59,4.0,3.8,99.0,52.0
Cauliflower,Vegetables,200.0,steamed,3.83,10.07,0.6,4.0,3.8,97.4,52.8
Cauliflower,Vegetables,200.0,grilled,3.83,10.09,0.56,4.0,3.8,79.0,52.9
Cauliflower,Vegetables,200.0,baked,3.87,10.19,0.59,4.0,3.8,82.6,53.8
Cauliflower,Vegetables,200.0,fried,3.82,10.04,1.12,4.0,3.8,64.8,58.8
Cauliflower,Vegetables,200.0,deep_fried,3.81,10.02,1.39,4.0,3.8,55.4,61.9
Cauliflower,Vegetables,250.0,raw,4.76,12.52,0.75,5.0,4.75,92.2,65.6
Cauliflower,Vegetables,250.0,boiled,4.74,12.47,0.73,5.0,4.75,99.0,64.9
Cauliflower,Vegetables,250.0,steamed,4.76,12.53,0.75,5.0,4.75,97.0,65.6
Cauliflower,Vegetables,250.0,grilled,4.74,12.47,0.69,5.0,4.75,78.1,65.0
Cauliflower,Vegetables,250.0,baked,4.76,12.52,0.71,5.0,4.75,81.2,65.5
Cauliflower,Vegetables,250.0,fried,4.8,12.62,1.41,5.0,4.75,65.1,74.1
Cauliflower,Vegetables,250.0,deep_fried,4.71,12.41,1.7,5.0,4.75,54.8,76.1
Cauliflower,Vegetables,300.0,raw,5.75,15.13,0.92,6.0,5.7,92.9,79.7
Cauliflower,Vegetables,300.0,boiled,5.76,15.15,0.9,6.0,5.7,99.0,79.4
Cauliflower,Vegetables,300.0,steamed,5.69,14.99,0.89,6.0,5.7,96.6,78.3
Cauliflower,Vegetables,300.0,grilled,5.61,14.76,0.8,6.0,5.7,77.0,76.4
Cauliflower,Vegetables,300.0,baked,5.67,14.93,0.85,6.0,5.7,80.7,77.8
Cauliflower,Vegetables,300.0,fried,5.76,15.15,1.7,6.0,5.7,65.1,89.0
Cauliflower,Vegetables,300.0,deep_fried,5.7,15.0,2.07,6.0,5.7,55.3,92.5
Cauliflower,Vegetables,400.0,raw,7.54,19.85,1.18,8.0,7.6,91.4,103.5
Cauliflower,Vegetables,400.0,boiled,7.57,19.92,1.17,8.0,7.6,99.0,103.6
Cauliflower,Vegetables,400.0,steamed,7.65,20.13,1.2,8.0,7.6,97.3,105.6
Cauliflower,Vegetables,400.0,grilled,7.63,20.08,1.11,8.0,7.6,78.6,105.0
Cauliflower,Vegetables,400.0,baked,7.59,19.96,1.14,8.0,7.6,80.9,104.3
Cauliflower,Vegetables,400.0,fried,7.58,19.94,2.21,8.0,7.6,64.3,116.3
Cauliflower,Vegetables,400.0,deep_fried,7.58,19.94,2.74,8.0,7.6,55.1,122.7
Cauliflower,Vegetables,500.0,raw,9.43,24.83,1.48,10.0,9.5,91.5,129.6
Cauliflower,Vegetables,500.0,boiled,9.62,25.3,1.51,10.0,9.5,99.0,132.7
Cauliflower,Vegetables,500.0,steamed,9.48,24.94,1.48,10.0,9.5,96.5,130.2
Cauliflower,Vegetables,500.0,grilled,9.59,25.23,1.41,10.0,9.5,79.0,132.4
Cauliflower,Vegetables,500.0,baked,9.61,25.29,1.46,10.0,9.5,82.0,133.0
Cauliflower,Vegetables,500.0,fried,9.57,25.19,2.82,10.0,9.5,65.0,147.8
Cauliflower,Vegetables,500.0,deep_fried,9.47,24.92,3.43,10.0,9.5,55.1,153.4
Onion,Vegetables,30.0,raw,0.33,2.8,0.03,0.51,1.26,89.4,11.8
Onion,Vegetables,30.0,boiled,0.33,2.79,0.03,0.51,1.26,99.0,11.7
Onion,Vegetables,30.0,steamed,0.33,2.77,0.03,0.51,1.26,92.9,11.6
Onion,Vegetables,30.0,grilled,0.33,2.8,0.03,0.51,1.26,75.9,11.8
Onion,Vegetables,30.0,baked,0.33,2.77,0.03,0.51,1.26,77.7,11.7
Onion,Vegetables,30.0,fried,0.33,2.81,0.06,0.51,1.26,62.9,12.6
Onion,Vegetables,30.0,deep_fried,0.33,2.78,0.07,0.51,1.26,53.3,12.7
Onion,Vegetables,50.0,raw,0.55,4.66,0.05,0.85,2.1,89.2,19.6
Onion,Vegetables,50.0,boiled,0.55,4.66,0.05,0.85,2.1,99.0,19.6
Onion,Vegetables,50.0,steamed,0.55,4.64,0.05,0.85,2.1,93.4,19.5
Onion,Vegetables,50.0,grilled,0.55,4.67,0.05,0.85,2.1,76.1,19.8
Onion,Vegetables,50.0,baked,0.55,4.63,0.05,0.85,2.1,78.1,19.5
Onion,Vegetables,50.0,fried,0.55,4.68,0.09,0.85,2.1,62.8,20.8
Onion,Vegetables,50.0,deep_fried,0.54,4.6,0.11,0.85,2.1,52.9,20.9
Onion,Vegetables,75.0,raw,0.83,6.98,0.08,1.27,3.15,89.2,29.5
Onion,Vegetables,75.0,boiled,0.84,7.08,0.08,1.27,3.15,99.0,29.9
Onion,Vegetables,75.0,steamed,0.82,6.92,0.07,1.27,3.15,92.9,29.0
Onion,Vegetables,75.0,grilled,0.82,6.94,0.07,1.27,3.15,75.4,29.3
Onion,Vegetables,75.0,baked,0.83,7.0,0.07,1.27,3.15,78.7,29.6
Onion,Vegetables,75.0,fried,0.83,6.98,0.14,1.27,3.15,62.5,31.1
Onion,Vegetables,75.0,deep_fried,0.83,6.99,0.17,1.27,3.15,53.6,32.0
Onion,Vegetables,100.0,raw,1.1,9.33,0.1,1.7,4.2,89.4,39.3
Onion,Vegetables,100.0,boiled,1.11,9.34,0.1,1.7,4.2,99.0,39.3
Onion,Vegetables,100.0,steamed,1.11,9.38,0.1,1.7,4.2,94.3,39.6
Onion,Vegetables,100.0,grilled,1.1,9.33,0.09,1.7,4.2,76.0,39.4
Onion,Vegetables,100.0,baked,1.1,9.28,0.09,1.7,4.2,78.3,39.1
Onion,Vegetables,100.0,fried,1.11,9.35,0.19,1.7,4.2,62.7,41.7
Onion,Vegetables,100.0,deep_fried,1.12,9.43,0.24,1.7,4.2,54.2,43.4
Onion,Vegetables,150.0,raw,1.65,13.94,0.15,2.55,6.3,89.0,58.7
Onion,Vegetables,150.0,boiled,1.64,13.85,0.14,2.55,6.3,99.0,57.9
Onion,Vegetables,150.0,steamed,1.66,14.07,0.15,2.55,6.3,94.3,59.3
Onion,Vegetables,150.0,grilled,1.65,13.94,0.14,2.55,6.3,75.7,58.9
Onion,Vegetables,150.0,baked,1.62,13.72,0.14,2.55,6.3,77.1,57.5
Onion,Vegetables,150.0,fried,1.66,14.04,0.28,2.55,6.3,62.8,62.5
Onion,Vegetables,150.0,deep_fried,1.64,13.89,0.34,2.55,6.3,53.2,63.3
Onion,Vegetables,200.0,raw,2.2,18.59,0.2,3.4,8.4,89.0,78.3
Onion,Vegetables,200.0,boiled,2.21,18.65,0.2,3.4,8.4,99.0,78.3
Onion,Vegetables,200.0,steamed,2.2,18.63,0.2,3.4,8.4,93.7,78.4
Onion,Vegetables,200.0,grilled,2.21,18.7,0.19,3.4,8.4,76.1,79.2
Onion,Vegetables,200.0,baked,2.19,18.54,0.19,3.4,8.4,78.2,78.1
Onion,Vegetables,200.0,fried,2.21,18.67,0.37,3.4,8.4,62.6,83.1
Onion,Vegetables,200.0,deep_fried,2.2,18.56,0.46,3.4,8.4,53.4,84.8
Onion,Vegetables,250.0,raw,2.77,23.38,0.25,4.25,10.5,89.6,98.7
Onion,Vegetables,250.0,boiled,2.76,23.36,0.25,4.25,10.5,99.0,98.2
Onion,Vegetables,250.0,steamed,2.73,23.09,0.24,4.25,10.5,92.9,96.8
Onion,Vegetables,250.0,grilled,2.77,23.44,0.23,4.25,10.5,76.4,99.3
Onion,Vegetables,250.0,baked,2.74,23.16,0.24,4.25,10.5,78.1,97.6
Onion,Vegetables,250.0,fried,2.77,23.39,0.47,4.25,10.5,62.7,104.2
Onion,Vegetables,250.0,deep_fried,2.76,23.31,0.58,4.25,10.5,53.6,106.6
Onion,Vegetables,300.0,raw,3.35,28.28,0.31,5.1,12.6,90.3,119.8
Onion,Vegetables,300.0,boiled,3.29,27.85,0.29,5.1,12.6,99.0,116.7
Onion,Vegetables,300.0,steamed,3.29,27.83,0.3,5.1,12.6,93.3,116.9
Onion,Vegetables,300.0,grilled,3.3,27.9,0.28,5.1,12.6,75.7,117.8
Onion,Vegetables,300.0,baked,3.29,27.84,0.28,5.1,12.6,78.2,117.3
Onion,Vegetables,300.0,fried,3.32,28.07,0.56,5.1,12.6,62.7,125.0
Onion,Vegetables,300.0,deep_fried,3.26,27.56,0.67,5.1,12.6,52.8,125.3
Onion,Vegetables,400.0,raw,4.37,36.91,0.39,6.8,16.8,88.4,154.9
Onion,Vegetables,400.0,boiled,4.36,36.9,0.39,6.8,16.8,99.0,154.2
Onion,Vegetables,400.0,steamed,4.43,37.47,0.4,6.8,16.8,94.2,158.0
Onion,Vegetables,400.0,grilled,4.46,37.68,0.38,6.8,16.8,76.7,160.0
Onion,Vegetables,400.0,baked,4.4,37.17,0.38,6.8,16.8,78.3,156.7
Onion,Vegetables,400.0,fried,4.39,37.15,0.74,6.8,16.8,62.3,165.0
Onion,Vegetables,400.0,deep_fried,4.4,37.22,0.92,6.8,16.8,53.5,170.1
Onion,Vegetables,500.0,raw,5.55,46.91,0.51,8.5,21.0,89.9,198.3
Onion,Vegetables,500.0,boiled,5.46,46.18,0.48,8.5,21.0,99.0,193.0
Onion,Vegetables,500.0,steamed,5.51,46.58,0.5,8.5,21.0,93.7,196.0
Onion,Vegetables,500.0,grilled,5.54,46.84,0.47,8.5,21.0,76.3,198.4
Onion,Vegetables,500.0,baked,5.52,46.67,0.48,8.5,21.0,78.7,197.2
Onion,Vegetables,500.0,fried,5.51,46.57,0.93,8.5,21.0,62.5,207.0
Onion,Vegetables,500.0,deep_fried,5.54,46.85,1.17,8.5,21.0,53.9,214.7
Mushrooms,Vegetables,30.0,raw,0.91,0.97,0.09,0.3,0.6,90.5,7.6
Mushrooms,Vegetables,30.0,boiled,0.93,1.0,0.09,0.3,0.6,99.0,7.8
Mushrooms,Vegetables,30.0,steamed,0.93,0.99,0.09,0.3,0.6,96.5,7.8
Mushrooms,Vegetables,30.0,grilled,0.92,0.98,0.08,0.3,0.6,77.5,7.6
Mushrooms,Vegetables,30.0,baked,0.93,0.99,0.09,0.3,0.6,81.6,7.8
Mushrooms,Vegetables,30.0,fried,0.94,1.0,0.17,0.3,0.6,65.3,8.8
Mushrooms,Vegetables,30.0,deep_fried,0.93,0.99,0.21,0.3,0.6,55.4,9.1
Mushrooms,Vegetables,50.0,raw,1.56,1.66,0.15,0.5,1.0,93.1,13.1
Mushrooms,Vegetables,50.0,boiled,1.57,1.67,0.15,0.5,1.0,99.0,13.1
Mushrooms,Vegetables,50.0,steamed,1.57,1.67,0.15,0.5,1.0,98.0,13.2
Mushrooms,Vegetables,50.0,grilled,1.57,1.67,0.14,0.5,1.0,79.5,13.2
Mushrooms,Vegetables,50.0,baked,1.56,1.66,0.14,0.5,1.0,81.8,13.0
Mushrooms,Vegetables,50.0,fried,1.55,1.65,0.28,0.5,1.0,64.7,14.5
Mushrooms,Vegetables,50.0,deep_fried,1.53,1.63,0.34,0.5,1.0,54.8,14.9
Mushrooms,Vegetables,75.0,raw,2.32,2.47,0.22,0.75,1.5,92.2,19.4
Mushrooms,Vegetables,75.0,boiled,2.31,2.46,0.22,0.75,1.5,99.0,19.2
Mushrooms,Vegetables,75.0,steamed,2.36,2.52,0.23,0.75,1.5,98.6,19.9
Mushrooms,Vegetables,75.0,grilled,2.32,2.47,0.21,0.75,1.5,78.4,19.4
Mushrooms,Vegetables,75.0,baked,2.33,2.48,0.21,0.75,1.5,81.4,19.4
Mushrooms,Vegetables,75.0,fried,2.33,2.49,0.42,0.75,1.5,64.9,21.8
Mushrooms,Vegetables,75.0,deep_fried,2.33,2.48,0.52,0.75,1.5,55.5,22.9
Mushrooms,Vegetables,100.0,raw,3.14,3.34,0.31,1.0,2.0,93.6,26.5
Mushrooms,Vegetables,100.0,boiled,3.09,3.28,0.29,1.0,2.0,99.0,25.6
Mushrooms,Vegetables,100.0,steamed,3.1,3.3,0.3,1.0,2.0,97.2,25.9
Mushrooms,Vegetables,100.0,grilled,3.08,3.28,0.27,1.0,2.0,78.1,25.6
Mushrooms,Vegetables,100.0,baked,3.07,3.27,0.28,1.0,2.0,80.5,25.5
Mushrooms,Vegetables,100.0,fried,3.09,3.28,0.55,1.0,2.0,64.4,28.7
Mushrooms,Vegetables,100.0,deep_fried,3.1,3.3,0.69,1.0,2.0,55.4,30.4
Mushrooms,Vegetables,150.0,raw,4.64,4.93,0.45,1.5,3.0,92.1,38.8
Mushrooms,Vegetables,150.0,boiled,4.63,4.92,0.44,1.5,3.0,99.0,38.5
Mushrooms,Vegetables,150.0,steamed,4.6,4.9,0.44,1.5,3.0,96.0,38.3
Mushrooms,Vegetables,150.0,grilled,4.65,4.95,0.41,1.5,3.0,78.5,38.7
Mushrooms,Vegetables,150.0,baked,4.6,4.89,0.42,1.5,3.0,80.4,38.2
Mushrooms,Vegetables,150.0,fried,4.68,4.98,0.84,1.5,3.0,65.0,43.7
Mushrooms,Vegetables,150.0,deep_fried,4.65,4.95,1.04,1.5,3.0,55.5,45.7
Mushrooms,Vegetables,200.0,raw,6.13,6.53,0.59,2.0,4.0,91.4,51.1
Mushrooms,Vegetables,200.0,boiled,6.19,6.58,0.59,2.0,4.0,99.0,51.5
Mushrooms,Vegetables,200.0,steamed,6.17,6.56,0.59,2.0,4.0,96.5,51.4
Mushrooms,Vegetables,200.0,grilled,6.21,6.62,0.55,2.0,4.0,78.7,51.8
Mushrooms,Vegetables,200.0,baked,6.26,6.67,0.58,2.0,4.0,82.1,52.5
Mushrooms,Vegetables,200.0,fried,6.11,6.51,1.08,2.0,4.0,63.8,56.5
Mushrooms,Vegetables,200.0,deep_fried,6.21,6.61,1.38,2.0,4.0,55.5,60.9
Mushrooms,Vegetables,250.0,raw,7.74,8.24,0.75,2.5,5.0,92.3,64.8
Mushrooms,Vegetables,250.0,boiled,7.79,8.29,0.74,2.5,5.0,99.0,65.0
Mushrooms,Vegetables,250.0,steamed,7.76,8.26,0.74,2.5,5.0,97.2,64.8
Mushrooms,Vegetables,250.0,grilled,7.71,8.2,0.68,2.5,5.0,78.1,64.1
Mushrooms,Vegetables,250.0,baked,7.73,8.23,0.71,2.5,5.0,81.1,64.5
Mushrooms,Vegetables,250.0,fried,7.7,8.2,1.37,2.5,5.0,64.3,71.5
Mushrooms,Vegetables,250.0,deep_fried,7.81,8.32,1.75,2.5,5.0,55.9,77.0
Mushrooms,Vegetables,300.0,raw,9.3,9.9,0.9,3.0,6.0,92.4,77.9
Mushrooms,Vegetables,300.0,boiled,9.43,10.04,0.91,3.0,6.0,99.0,79.1
